230.4847746	665.1833977
229.4249466	672.6861031
228.3835681	682.8197958
227.3390163	693.4818346
226.2713824	702.758675
225.1757624	710.1156643
224.0548839	715.713769
222.9114332	719.7123621
221.7480072	722.2644418
220.5671226	723.5172412
219.3712271	723.6128151
218.1627081	722.6886062
216.943903	720.8779927
215.717108	718.3108203
214.4845876	715.1139191
213.2485834	711.4116097
212.0113231	707.3261982
210.7750311	702.9788687
209.5420638	698.5233846
208.3150217	694.1714085
207.0965719	690.1412268
205.8894464	686.6535531
204.6964625	683.9331937
203.5205441	682.2107429
202.3647441	681.7243224
201.2322669	682.721378
200.1264931	685.4605458
199.0509548	690.2034584
198.0083287	696.9981159
197.0006735	705.6928673
196.0306326	716.160484
195.1015325	728.3059345
194.2174431	742.064658
193.383222	757.4003748
192.5972941	774.0564664
191.8419839	791.2252437
191.0976561	808.0257786
190.3448145	823.5724763
189.5638549	836.9638528
188.7348168	847.2711104
187.8371306	853.5263675
186.8512326	854.831454
185.7808049	851.8001406
184.6448734	846.0630593
183.4611306	839.2041053
182.2460326	832.7781616
181.0151919	828.3379088
179.7819848	826.7324584
178.5569491	827.7226637
177.3504797	831.0038835
176.1731702	836.2959751
175.0359258	843.3402991
173.9500804	851.896953
172.9275171	861.7422067
171.9807853	872.6661203
171.1143372	884.4796065
170.3086237	897.0306636
169.5406517	910.1828151
168.7880022	923.8087207
168.0284888	937.7882405
167.2398208	952.0066091
166.399333	966.3520491
165.4949065	980.6086972
164.537403	994.3364573
163.5400486	1007.060608
162.5155862	1018.294261
161.4764303	1027.532459
160.4348171	1034.246054
159.4029529	1037.875293
158.392836	1037.847793
157.4090852	1034.127368
156.448871	1027.227127
155.5092117	1017.66066
154.5872879	1005.920495
153.6804204	992.4819932
152.7860486	977.8070992
151.9017111	962.3479929
151.0250253	946.5506597
150.1536692	930.8584135
149.2843614	915.6865448
148.4088818	901.3125503
147.5174128	887.9788103
146.5999552	875.9394934
145.6462148	865.4634521
144.6454859	856.8372729
143.5865298	850.3685269
142.4574471	846.3892595
141.2550541	845.1829833
140.0199615	846.7149273
138.8052519	850.9105343
137.6645371	857.7641165
136.6533423	867.3387241
135.8246473	879.7170015
135.1639701	894.4308992
134.6121585	910.6450114
134.1110861	927.5425794
133.6035099	944.3187415
133.0320737	960.1665227
132.3384664	974.2649909
131.4927579	986.1914164
130.529021	996.4217184
129.4878417	1005.522586
128.4082752	1014.038385
127.3286182	1022.501915
126.2871361	1031.444619
125.311092	1041.275722
124.3991183	1052.086224
123.5460668	1063.928149
122.7475361	1076.866595
121.9998157	1090.980553
121.299839	1106.36391
120.6451443	1123.126644
120.0332765	1141.367107
119.4538328	1160.76764
118.8902041	1180.688117
118.3257246	1200.483502
117.7437223	1219.507907
117.1274063	1237.110194
116.4597518	1252.629546
115.7233845	1265.390959
114.9004625	1274.700658
113.9725544	1279.841361
112.921073	1280.084391
111.7690977	1275.935776
110.6046334	1269.698999
109.4780451	1262.726817
108.3849268	1255.237186
107.3171962	1247.367708
106.266964	1239.253097
105.2264736	1231.026208
104.1880425	1222.819041
103.1440038	1214.763747
102.0866481	1206.993631
101.0081648	1199.644163
99.90132531	1192.840196
98.7687056	1186.52433
97.61989832	1180.508697
96.46455937	1174.604246
95.31230707	1168.622566
94.17277753	1162.374802
93.05567994	1155.670571
91.97085243	1148.316864
90.92831858	1140.116941
89.93834504	1130.869199
89.01150052	1120.366012
88.15834762	1108.400048
87.37652871	1095.027156
86.64747085	1080.633606
85.95208333	1065.616766
85.27163209	1050.367403
84.58754125	1035.27382
83.88119641	1020.725969
83.13374743	1007.119585
82.32592587	994.8599796
81.44557279	984.188149
80.49990284	974.8979728
79.49897292	966.717228
78.45258236	959.3788628
77.37031859	952.6197516
76.26160185	946.1794689
75.13572905	939.7990754
74.00191715	933.2199107
72.86934611	926.182388
71.74720167	918.4247842
70.64471816	909.6820197
69.57122157	899.6844229
68.53504811	888.2112858
67.53299798	875.6061925
66.5551863	862.543577
65.59188554	849.6976795
64.63351807	837.7449791
63.67055723	827.3711824
62.6934289	819.2783077
61.6924126	814.1919372
60.65765208	812.8572055
59.58574279	815.3531002
58.48346826	820.7021094
57.35813071	827.8689988
56.21672255	835.8429546
55.06602026	843.6240054
53.9126755	850.2095883
52.76330441	854.5810804
51.62346489	855.9340915
50.49427419	854.4276389
49.37577667	850.4516522
48.26810114	844.3765556
47.1714619	836.556193
46.08616041	827.3306235
45.0125877	817.028807
43.95122743	805.9712026
42.9026597	794.4722998
41.86757329	782.8389502
40.84701294	771.2372131
39.84241186	759.6634901
38.85529241	748.1040678
37.88725361	736.5452958
36.93997819	724.9735262
36.01523998	713.3750544
35.11491166	701.7360583
34.240973	690.0425385
33.39551953	678.2802559
32.58077174	666.4346702
31.79908484	654.4908754
31.05295904	642.4335347
30.3445977	630.2464596
29.66930066	617.9073786
29.01691466	605.3890149
28.37722878	592.6632274
27.74008485	579.7010134
27.09533524	566.4723885
26.43280075	552.9462616
25.7422283	539.0903064
25.01324837	524.8708261
24.23533191	510.2526147
23.39774663	495.1988097
22.48951244	479.6707397
21.49935579	463.6277634
20.41595513	447.0299181
19.23913329	429.945984
17.98350132	412.5883057
16.66453737	395.1784782
15.29760445	377.9380016
13.89797831	361.0886839
12.48087527	344.8530448
11.06147985	329.4547195
9.654972406	315.1188663
8.276556742	302.0725753
6.941487735	290.5452821
5.665099095	280.7691844
4.462831242	272.9796644
3.350259391	267.4157173
2.343121868	264.3203854
1.457348739	263.9412003
0.709090775	266.530633
0.114748823	272.3465529
