394.3966528 619.995466 165.146 230.543
384.4611741 1184.931879 280.29 370.833
374.8704489 1255.336494 227.325 291.276
364.4328189 676.0653369 275.802 474.985
344.655171 730.1482191 210.631 313.482
334.8729164 188.6837588 7.43214 9.0097
324.9398932 349.2314971 74.8564 100.34
315.0564714 338.2107614 31.2855 39.9112
304.5483682 457.1846796 169.214 270.986
294.9920202 309.1680934 206.826 4568.57
284.5006144 336.0487044 198.947 497.875
274.9000672 404.7370209 248.404 652.968
264.437391 302.3057998 47.5793 59.9384
245.2696914 283.5270583 26.3945 32.0083
235.0277653 592.7780809 13.4419 11.0666
225.4446522 568.5757823 313.849 719.506
214.9336023 798.7369664 92.0905 99.66
205.0170311 1192.555447 764.115 2157.65
194.8215141 1360.113382 449.381 668.018
185.2690949 873.7688114 231.302 312.186
175.0755424 971.2975314 146.532 -593.176
165.184754 1035.629117 317.776 480.298
155.2865991 1215.721705 255.319 321.221
145.121285 934.632986 250.431 340.844
135.2206746 1132.914164 417.879 683.699
125.074759 676.0653369 321.752 619.158
115.470774 851.6394129 153.847 191.991
104.9837882 873.7688114 179.521 226.372
95.13793577 518.0873698 135.084 188.914
85.25132179 523.0952785 49.9976 59.7458
75.08306103 417.925542 154.347 244.646
65.25464274 197.347167 95.2401 936.154
55.33119606 322.3283066 134.618 230.369
45.37410884 816.8681689 196.247 261.846
35.18841393 819.491723 234.903 336.524
25.67896623 300.37327 81.9693 116.823
15.48516813 334.9728644 184.374 414.722
5.609112865 294.649489 83.598 118.618
