12.0	468.0	382.0	661.0
12.1	344.0	327.0	363.0
12.8	433.0	305.0	561.0
13.0	176.0	56.0	296.0
13.0	203.0	186.0	255.0
13.0	205.0	189.0	258.0
13.0	210.0	193.0	264.0
13.0	211.0	194.0	265.0
13.0	218.0	200.0	277.0
13.0	220.0	203.0	277.0
13.0	223.0	206.0	280.0
13.0	223.0	206.0	280.0
13.0	224.0	206.0	283.0
13.0	225.0	208.0	283.0
13.0	228.0	210.0	287.0
13.0	229.0	211.0	288.0
13.0	230.0	212.0	291.0
13.0	296.0	176.0	416.0
13.0	420.0	375.0	500.0
13.1	519.0	262.0	776.0
13.2	385.0	368.0	403.0
13.8	310.0	233.0	387.0
13.9	287.0	251.0	311.0
13.9	293.0	146.5	586.0
14.0	0.1	0.1	100.0
14.0	133.0	0.1	267.0
14.0	189.0	173.0	237.0
14.0	203.0	187.0	254.0
14.0	213.0	196.0	269.0
14.0	220.0	202.0	278.0
14.0	231.0	213.0	292.0
14.4	203.0	133.0	273.0
14.7	116.0	79.0	153.0
15.0	187.0	172.0	235.0
15.0	199.0	184.0	250.0
15.0	202.0	186.0	253.0
15.0	205.0	189.0	257.0
15.0	215.0	198.0	272.0
15.0	220.0	202.0	277.0
15.0	229.0	212.0	289.0
15.0	236.0	217.0	298.0
15.1	291.0	209.0	373.0
15.1	433.0	415.0	453.0
15.2	338.0	304.0	705.0
15.3	314.0	304.0	591.0
15.3	338.0	304.0	705.0
15.6	852.0	766.0	938.0
15.7	469.0	234.5	938.0
15.7	552.0	357.0	787.0
15.7	555.0	371.0	788.0
15.8	564.0	350.0	793.0
16.0	176.0	162.0	220.0
16.0	179.0	165.0	223.0
16.0	201.0	184.0	253.0
16.0	205.0	190.0	257.0
16.0	213.0	196.0	268.0
16.0	238.0	220.0	301.0
16.0	579.0	489.0	669.0
16.1	389.0	373.0	406.0
16.1	487.0	390.0	584.0
16.5	393.0	196.5	786.0
16.5	535.0	350.0	782.0
16.8	393.0	196.5	786.0
16.8	425.0	212.5	850.0
17.0	200.0	182.0	279.0
17.0	202.0	185.0	282.0
17.0	210.0	192.0	294.0
17.0	216.0	198.0	305.0
17.0	220.0	202.0	278.0
17.0	223.0	204.0	314.0
17.0	227.0	208.0	318.0
17.0	232.0	214.0	293.0
17.2	390.0	373.0	408.0
17.6	341.0	170.5	682.0
17.6	374.0	187.0	748.0
17.6	388.0	194.0	776.0
18.0	197.0	181.0	275.0
18.0	207.0	189.0	289.0
18.0	211.0	193.0	296.0
18.0	211.0	194.0	294.0
18.0	212.0	195.0	296.0
18.0	213.0	195.0	297.0
18.0	214.0	196.0	300.0
18.0	215.0	197.0	299.0
18.0	215.0	198.0	299.0
18.0	215.0	198.0	301.0
18.0	216.0	198.0	301.0
18.0	222.0	204.0	281.0
18.0	227.0	209.0	317.0
18.0	228.0	210.0	287.0
18.0	231.0	213.0	323.0
18.0	252.0	232.0	318.0
18.1	408.0	390.0	427.0
19.0	206.0	188.0	288.0
19.0	209.0	192.0	291.0
19.0	215.0	198.0	271.0
19.0	216.0	199.0	272.0
19.0	218.0	200.0	275.0
19.0	219.0	200.0	306.0
19.0	224.0	206.0	312.0
19.0	230.0	211.0	291.0
19.0	230.0	211.0	322.0
19.0	232.0	214.0	294.0
19.0	397.0	198.5	794.0
19.0	459.0	229.5	918.0
19.1	368.0	352.0	385.0
20.0	208.0	191.0	263.0
20.0	248.0	228.0	315.0
20.0	250.0	229.0	353.0
20.0	272.0	250.0	383.0
20.0	294.0	269.0	419.0
20.0	308.0	283.0	441.0
20.0	332.0	166.0	664.0
20.0	343.0	316.0	489.0
20.0	460.0	390.0	540.0
21.0	202.0	186.0	254.0
21.0	205.0	189.0	259.0
21.0	208.0	191.0	262.0
21.0	240.0	220.0	305.0
21.0	261.0	240.0	335.0
21.0	278.0	255.0	393.0
21.0	301.0	276.0	428.0
21.0	312.0	152.0	472.0
22.0	250.0	230.0	353.0
22.0	305.0	280.0	435.0
22.1	333.0	166.5	666.0
23.0	211.0	193.0	267.0
23.0	243.0	222.0	344.0
24.0	222.0	204.0	282.0
24.0	242.0	222.0	341.0
24.0	246.0	226.0	314.0
24.0	256.0	237.0	324.0
24.0	257.0	236.0	328.0
24.0	271.0	250.0	343.0
24.0	287.0	263.0	410.0
25.0	248.0	227.0	352.0
25.0	294.0	270.0	377.0
25.0	331.0	305.0	428.0
25.0	343.0	317.0	443.0
25.0	351.0	312.0	495.0
25.0	359.0	318.0	507.0
25.0	392.0	361.0	570.0
25.0	466.0	407.0	671.0
25.0	588.0	294.0	1176.0
25.0	588.0	308.0	880.0
25.0	602.0	518.0	852.0
25.0	749.0	634.0	1106.0
26.0	386.0	339.0	560.0
26.0	419.0	369.0	578.0
26.0	420.0	369.0	624.0
27.0	367.0	324.0	510.0
27.0	535.0	462.0	772.0
27.0	582.0	499.0	847.0
29.0	383.0	336.0	544.0
29.0	434.0	381.0	619.0
29.0	504.0	438.0	740.0
30.0	321.0	284.0	451.0
30.0	367.0	325.0	529.0
30.0	457.0	401.0	714.0
30.0	463.0	401.0	665.0
30.0	529.0	462.0	752.0
30.0	570.0	496.0	826.0
31.0	543.0	474.0	787.0
32.0	1158.0	962.0	1678.0
33.0	626.0	553.0	712.0
33.0	809.0	681.0	1152.0
33.0	832.0	698.0	1189.0
33.0	864.0	729.0	1253.0
33.0	1232.0	1019.0	1795.0
33.0	1326.0	1068.0	1992.0
33.2	789.0	685.0	910.0
33.3	1108.0	958.0	1286.0
33.5	1161.0	998.0	1359.0
33.6	764.0	672.0	879.0
34.0	672.0	448.0	896.0
34.0	901.0	769.0	1268.0
34.0	960.0	828.0	1128.0
34.0	1093.0	917.0	1568.0
34.2	1075.0	921.0	1269.0
34.4	1048.0	830.0	1350.0
34.6	877.0	689.0	1141.0
35.0	709.0	617.0	977.0
35.0	902.0	769.0	1270.0
36.0	786.0	673.0	1101.0
37.0	746.0	497.0	995.0
37.0	1321.0	1084.0	1941.0
38.0	450.0	333.0	702.0
38.0	497.0	357.0	730.0
38.0	551.0	349.0	1310.0
38.0	660.0	376.0	1384.0
38.0	711.0	349.0	1423.0
38.0	749.0	395.0	1416.0
38.0	768.0	658.0	1074.0
38.0	774.0	378.0	1424.0
38.0	839.0	377.0	1431.0
38.0	881.0	396.0	1435.0
38.0	968.0	825.0	1365.0
38.0	1024.0	544.0	1451.0
40.0	670.0	570.0	780.0
40.0	996.0	845.0	1413.0
40.0	1480.0	1202.0	2215.0
41.0	1041.0	873.0	1496.0
42.9	768.0	512.0	1024.0
44.0	1176.0	987.0	1691.0
45.0	780.0	640.0	880.0
45.0	965.0	643.0	1286.0
47.0	908.0	605.0	1210.0
52.2	659.0	439.0	878.0
53.0	80.0	0.1	267.0
53.0	814.0	574.0	1054.0
54.0	231.0	71.0	391.0
54.0	443.0	323.0	743.0
54.1	327.0	314.0	475.0
54.1	515.0	341.0	775.0
54.5	378.0	328.0	713.0
55.0	461.0	261.0	661.0
55.4	479.0	337.0	745.0
55.8	667.0	393.0	802.0
55.9	307.0	294.0	330.0
55.9	307.0	294.0	330.0
55.9	307.0	294.0	330.0
55.9	520.0	348.0	775.0
56.0	100.0	60.0	140.0
56.0	100.0	60.0	140.0
56.0	304.0	295.0	315.0
56.0	328.0	200.0	460.0
56.0	428.0	200.0	680.0
56.0	487.0	291.0	687.0
56.0	500.0	450.0	550.0
56.0	579.0	379.0	779.0
56.0	600.0	550.0	740.0
56.2	313.0	301.0	325.0
56.3	316.0	301.0	331.0
56.4	320.0	305.0	345.0
56.5	315.0	302.0	328.0
56.5	318.0	302.0	334.0
56.5	318.0	302.0	334.0
57.0	469.0	340.0	739.0
57.0	474.0	274.0	674.0
57.0	816.0	576.0	1056.0
57.9	447.0	333.0	741.0
59.1	535.0	365.0	777.0
59.1	574.0	372.0	790.0
60.0	683.0	482.0	882.0
61.5	317.0	308.0	330.0
64.0	88.0	73.0	103.0
64.0	163.0	136.0	190.0
64.0	178.0	148.0	208.0
64.0	400.0	320.0	480.0
64.5	367.0	324.0	707.0
64.6	330.0	317.0	448.0
65.0	0.1	0.1	210.0
65.0	54.0	45.0	63.0
65.0	90.0	75.0	105.0
65.0	111.0	93.0	130.0
65.0	178.0	148.0	207.0
65.0	183.0	153.0	214.0
65.0	277.0	231.0	324.0
65.0	340.0	280.0	400.0
65.0	343.0	323.0	673.0
65.0	470.0	327.0	757.0
66.0	0.1	0.1	100.0
66.0	15.0	12.0	17.0
66.0	42.0	35.0	50.0
66.0	128.0	107.0	150.0
66.0	219.0	183.0	256.0
66.0	263.0	219.0	307.0
66.0	265.0	221.0	310.0
66.0	300.0	240.0	360.0
66.0	328.0	208.0	448.0
66.0	426.0	355.0	497.0
66.0	453.0	377.0	528.0
66.0	539.0	340.0	786.0
66.0	560.0	440.0	680.0
67.0	172.0	52.0	292.0
67.0	252.0	132.0	372.0
67.0	300.0	240.0	360.0
68.0	10.0	9.0	12.0
68.0	60.0	0.1	260.0
68.0	110.0	91.0	128.0
68.0	138.0	115.0	161.0
68.0	145.0	121.0	169.0
68.0	158.0	132.0	185.0
68.0	171.0	142.0	199.0
68.0	202.0	169.0	236.0
68.0	740.0	555.0	925.0
69.0	38.0	32.0	45.0
69.0	122.0	101.0	142.0
69.0	126.0	105.0	147.0
69.0	204.0	170.0	238.0
69.0	309.0	258.0	361.0
69.0	329.0	274.0	383.0
69.0	345.0	287.0	402.0
69.0	375.0	313.0	438.0
70.0	254.0	212.0	297.0
70.0	289.0	241.0	337.0
70.5	559.0	497.0	819.0
71.0	294.0	245.0	343.0
71.1	568.0	508.0	836.0
71.7	572.0	491.0	938.0
72.0	729.0	514.0	964.0
72.7	589.0	506.0	1020.0
73.4	593.0	520.0	979.0
73.9	695.0	559.0	3251.0
75.0	1180.0	936.0	1416.0
76.1	568.0	475.0	984.0
77.0	480.0	360.0	600.0
77.9	582.0	497.0	1001.0
79.5	585.0	483.0	1105.0
80.0	504.0	264.0	744.0
91.0	860.0	750.0	975.0
93.9	436.2	357.3	545.7
93.9	431.1	353.2	533.4
94.0	369.7	316.4	478.2
94.0	1005.0	800.0	1200.0
94.0	465.9	355.3	689.1
94.0	424.9	355.3	549.8
94.0	485.3	336.9	777.1
94.1	507.9	326.6	906.1
94.1	396.3	351.2	500.7
94.1	446.5	349.9	543.7
94.1	448.5	361.4	568.3
94.1	360.4	304.1	480.2
94.1	456.7	357.3	637.9
94.2	444.4	353.2	572.4
94.3	409.6	345.1	508.9
94.3	384.0	322.5	490.4
94.4	380.9	316.4	484.3
94.5	365.6	289.9	472.0
99.0	903.0	578.0	1256.0
100.0	954.0	636.0	1272.0
100.3	917.0	612.0	1223.0
100.7	852.0	568.0	1136.0
101.0	710.0	580.0	1420.0
101.0	974.0	649.0	1298.0
103.0	940.0	624.0	1320.0
103.0	1208.0	558.0	1738.0
103.0	1240.0	191.0	1733.0
106.0	600.0	400.0	800.0
108.0	710.0	603.0	1400.0
109.0	635.0	427.0	870.0
112.0	653.0	453.0	853.0
113.5	700.0	597.0	1340.0
115.0	904.0	540.0	1320.0
115.0	1076.0	540.0	1320.0
115.0	1084.0	540.0	1320.0
117.0	695.0	590.0	1380.0
117.0	769.0	513.0	1026.0
117.0	893.0	595.0	1190.0
117.3	734.0	489.0	979.0
117.5	782.0	521.0	1043.0
117.8	908.0	605.0	1211.0
118.0	593.0	395.0	791.0
118.3	867.0	578.0	1156.0
118.5	1060.0	707.0	1413.0
118.8	1060.0	707.0	1413.0
119.0	573.0	382.0	764.0
119.3	784.0	523.0	1046.0
119.5	837.0	558.0	1116.0
119.8	867.0	578.0	1156.0
120.0	592.0	480.0	720.0
121.0	1177.0	700.0	1733.0
123.0	630.0	530.0	1220.0
123.0	1008.0	672.0	1344.0
126.0	630.0	530.0	1250.0
127.0	592.0	395.0	789.0
129.0	112.0	49.0	179.0
129.0	550.0	450.0	1130.0
131.0	620.0	590.0	1270.0
133.0	1150.0	1100.0	1200.0
134.0	1085.0	940.0	1225.0
135.0	650.0	500.0	1300.0
141.0	1074.0	783.0	1400.0
141.0	1151.0	767.0	1534.0
141.0	1228.0	819.0	1638.0
141.0	1442.0	961.0	1923.0
141.0	1448.0	965.0	1931.0
143.0	560.0	427.0	693.0
143.0	736.0	491.0	981.0
143.0	813.0	542.0	1084.0
145.0	972.0	648.0	1296.0
148.0	736.0	491.0	981.0
151.0	939.0	626.0	1252.0
153.0	1272.0	912.0	1392.0
154.0	975.0	650.0	1350.0
160.0	733.0	541.0	931.0
167.0	1422.0	948.0	1896.0
168.0	639.0	426.0	852.0
168.0	816.0	544.0	1088.0
168.0	879.0	586.0	1172.0
168.0	1373.0	915.0	1830.0
168.0	1894.0	1263.0	2525.0
169.0	1296.0	864.0	1728.0
169.7	1031.0	687.0	1375.0
170.0	756.0	490.0	1010.0
170.0	1188.0	792.0	1584.0
171.0	1134.0	756.0	1512.0
171.7	926.0	618.0	1235.0
173.0	1113.0	838.0	1388.0
173.6	896.0	597.0	1195.0
174.0	768.0	528.0	1008.0
182.5	1050.0	800.0	1300.0
182.6	1550.0	1200.0	1900.0
182.7	550.0	400.0	700.0
182.8	950.0	700.0	1200.0
182.9	950.0	700.0	1200.0
183.0	600.0	500.0	700.0
186.3	942.0	628.0	1256.0
188.0	735.0	490.0	980.0
188.0	1063.0	810.0	1326.0
191.0	1824.0	1584.0	2064.0
197.0	716.0	477.0	954.0
198.0	864.0	576.0	1152.0
198.0	992.0	596.0	1388.0
198.0	1204.0	1040.0	1420.0
199.0	1535.0	1023.0	2046.0
200.0	341.0	91.0	591.0
200.0	702.0	468.0	936.0
200.0	908.0	605.0	1210.0
200.0	961.0	711.0	1211.0
200.0	1171.0	921.0	1421.0
201.0	614.0	364.0	864.0
201.0	773.0	523.0	1023.0
201.0	1267.0	1017.0	1517.0
202.0	423.0	293.0	552.0
202.0	758.0	505.0	1010.0
202.0	835.0	556.0	1113.0
202.0	843.0	593.0	1093.0
202.0	880.0	630.0	1130.0
202.0	1214.0	964.0	1464.0
202.0	1619.0	1369.0	1869.0
203.0	513.0	263.0	763.0
203.0	623.0	373.0	873.0
203.0	661.0	411.0	911.0
203.0	863.0	529.0	1196.0
203.0	1030.0	697.0	1363.0
203.0	1085.0	751.0	1418.0
203.0	1191.0	858.0	1525.0
203.0	1202.0	952.0	1452.0
203.0	1557.0	1223.0	1890.0
203.0	1783.0	1449.0	2116.0
203.0	1967.0	1633.0	2300.0
204.0	269.0	19.0	519.0
204.0	344.0	94.0	594.0
204.0	377.0	127.0	627.0
204.0	560.0	310.0	810.0
204.0	1191.0	858.0	1525.0
204.0	1295.0	962.0	1629.0
204.0	1349.0	1015.0	1682.0
204.0	1367.0	1034.0	1701.0
204.0	1443.0	1109.0	1776.0
204.0	1516.0	1183.0	1849.0
204.0	1596.0	1263.0	1929.0
204.0	1678.0	1345.0	2011.0
204.0	1702.0	1369.0	2035.0
204.0	1702.0	1369.0	2035.0
204.0	1777.0	1443.0	2110.0
205.0	372.0	122.0	622.0
205.0	1667.0	1333.0	2000.0
206.0	13.0	0.1	263.0
206.0	45.0	0.1	295.0
206.0	643.0	310.0	977.0
207.0	111.0	0.1	361.0
207.0	544.0	211.0	877.0
208.0	667.0	533.0	800.0
208.0	1264.0	720.0	2160.0
216.0	660.0	360.0	1380.0
216.0	732.0	360.0	1380.0
216.0	800.0	640.0	960.0
216.0	900.0	540.0	1260.0
217.0	880.0	660.0	1100.0
218.0	695.0	521.0	869.0
222.0	585.0	440.0	730.0
222.0	1140.0	360.0	1380.0
223.0	116.0	87.0	145.0
223.0	813.0	542.0	1084.0
227.0	789.0	526.0	1052.0
227.0	825.0	550.0	1100.0
237.0	605.0	455.0	755.0
239.0	580.0	435.0	725.0
240.0	300.0	225.0	375.0
241.0	244.0	120.0	360.0
241.0	284.0	160.0	400.0
260.0	400.0	240.0	600.0
267.0	266.0	237.0	295.0
267.0	343.0	310.0	376.0
268.0	290.0	259.0	321.0
270.0	133.0	80.0	267.0
270.0	326.0	294.0	358.0
271.0	342.0	309.0	375.0
274.0	1268.0	809.0	1728.0
277.0	1280.0	779.0	1782.0
278.0	922.0	580.0	1265.0
279.0	1038.0	620.0	1456.0
279.0	1128.0	697.0	1559.0
280.0	812.0	472.0	1153.0
280.0	812.0	472.0	1153.0
280.0	845.0	493.0	1197.0
281.0	794.0	477.0	1112.0
282.0	429.0	269.0	588.0
282.0	1030.0	676.0	1396.0
282.0	1449.0	899.0	1999.0
283.0	133.0	80.0	267.0
283.0	188.0	25.0	351.0
284.0	187.0	11.0	362.0
284.0	620.0	102.0	770.0
285.0	70.0	60.0	80.0
285.0	358.0	270.0	445.0
285.0	432.0	101.0	567.0
285.0	453.0	141.0	666.0
285.0	486.0	151.0	713.0
285.0	632.0	246.0	1017.0
285.0	1700.0	530.0	2497.0
290.0	219.0	0.1	493.0
292.0	53.0	0.1	285.0
294.0	0.1	0.1	300.0
295.0	51.0	0.1	227.0
296.0	68.0	0.1	320.0
297.0	354.0	236.0	472.0
298.0	288.0	0.1	878.0
299.0	515.0	0.1	996.0
300.0	399.0	88.0	650.0
300.0	697.0	185.0	1102.0
300.0	882.0	282.0	1347.0
303.0	250.0	180.0	320.0
303.0	588.0	340.0	820.0
303.0	608.0	360.0	840.0
311.0	284.0	253.0	315.0
311.0	287.0	254.0	320.0
311.0	303.0	272.0	334.0
311.0	308.0	277.0	339.0
311.0	311.0	278.0	344.0
311.0	325.0	294.0	356.0
311.0	336.0	305.0	367.0
311.0	348.0	316.0	380.0
311.0	350.0	316.0	384.0
311.0	350.0	318.0	382.0
311.0	351.0	319.0	383.0
311.0	358.0	326.0	390.0
311.0	366.0	333.0	399.0
311.0	367.0	333.0	401.0
311.0	368.0	336.0	400.0
311.0	401.0	367.0	435.0
313.0	261.0	174.0	348.0
320.0	359.0	327.0	391.0
320.0	385.0	351.0	419.0
320.0	392.0	359.0	425.0
322.0	210.0	180.0	240.0
322.0	290.0	240.0	400.0
322.0	320.0	240.0	400.0
336.0	190.0	180.0	200.0
343.0	524.0	276.0	756.0
343.0	824.0	600.0	1020.0
365.0	395.0	280.0	510.0
367.0	600.0	380.0	820.0
368.0	1140.0	840.0	1440.0
370.0	1260.0	960.0	1560.0
380.0	1120.0	920.0	1280.0
389.0	1560.0	1160.0	2080.0
391.0	624.0	384.0	864.0
402.0	1320.0	960.0	1680.0
402.0	2282.0	1521.0	3042.0
409.1	2836.0	2505.0	4561.0
417.0	1440.0	1080.0	1800.0
419.0	1680.0	1280.0	2080.0
